"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Facebook","com.facebook.katana","https://play.google.com/store/apps/details?id=com.facebook.katana","https://lh3.googleusercontent.com/ccWDU4A7fX1R24v-vvT480ySh26AYp97g1VrIB_FIdjRcuQB2JP2WdY7h_wVVAeSpg","Facebook","Facebook","FREE",true,"Find friends, watch live videos, play games &amp; save photos in your social network","4.1",4.091518"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Snapchat","com.snapchat.android","https://play.google.com/store/apps/details?id=com.snapchat.android","https://lh3.googleusercontent.com/ujz8cInt2YuaGLo2wahih771yXzWbyhNhzrCzm5Y5omDnLRt3v-FTTNMVfgT7FgIEfI","Snap Inc","Snap Inc","FREE",true,"Send photo &amp; video messages to family &amp; friends — it&#39;s the most fun way to chat!","4.1",4.0839243
