"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Netflix","com.netflix.mediaclient","https://play.google.com/store/apps/details?id=com.netflix.mediaclient","https://lh3.googleusercontent.com/jcbqFma-5e91cY9MlEasA-fvCRJK493MxphrqbBd8oS74FtYg00IXeOAn0ahsLprxIA","Netflix, Inc.","Netflix, Inc.","FREE",true,"Netflix is the leading subscription service for watching TV episodes and movies.","4.4",4.4495096
