"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Microsoft Outlook","com.microsoft.office.outlook","https://play.google.com/store/apps/details?id=com.microsoft.office.outlook","https://lh3.googleusercontent.com/Zk9elS0eGXDr0L4W6-Ey7YwHbRNjkyezHC8iCc8rWp64lNIjlByS8TDF9qDSZbiEWY4","Microsoft Corporation","6720847872553662727","FREE",true,"The official Microsoft Outlook app for Android phones and tablets.","4.3",4.343727"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Google Assistant","com.google.android.apps.googleassistant","https://play.google.com/store/apps/details?id=com.google.android.apps.googleassistant","https://lh3.googleusercontent.com/NiL007f9XI2_cre6oy5QpDNIueTbemZR7TuEMUTPSJDeBG56OrB2XKlj8e3V30h7Mg","Google LLC","5700313618786177705","FREE",true,"Navigate, communicate, and get things done. Just talk to your Google Assistant.","4.2",4.1624074
