"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Peel Universal Smart TV Remote Control","tv.peel.app","https://play.google.com/store/apps/details?id=tv.peel.app","https://lh3.googleusercontent.com/-s6u95iKODxcSYvIkLunptJlgY--LlE0TAvVp34l637DvkCqK7naaYYdDJhD0NvbtbA","Peel Technologies Inc.","Peel Technologies Inc.","FREE",true,"Universal Remote control for TV,  Cable/Satellite, Apple TV,Roku, DVD &amp; TV Guide","4.0",3.9627566"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Peel Universal Smart TV Remote Control","tv.peel.app","https://play.google.com/store/apps/details?id=tv.peel.app","https://lh3.googleusercontent.com/-s6u95iKODxcSYvIkLunptJlgY--LlE0TAvVp34l637DvkCqK7naaYYdDJhD0NvbtbA","Peel Technologies Inc.","Peel Technologies Inc.","FREE",true,"Universal Remote control for TV,  Cable/Satellite, Apple TV,Roku, DVD &amp; TV Guide","4.0",3.9627595
