"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Amazon Shopping","com.amazon.mShop.android.shopping","https://play.google.com/store/apps/details?id=com.amazon.mShop.android.shopping","https://lh3.googleusercontent.com/hgY6vh39bAeGCT4-wwycXZT1oL8Ko7zL97DlcqVGXy7HrB_yjb_hkQ599yZzCx0Trg","Amazon Mobile LLC","Amazon Mobile LLC","FREE",true,"Browse, search &amp; buy millions of products right from your Android device.","4.3",4.2802396
