"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Roblox","com.roblox.client","https://play.google.com/store/apps/details?id=com.roblox.client","https://lh3.googleusercontent.com/TRYfBPeSTZr5ZF2U_pyY1oZg03S6a_DuuCKJR4li0zFg4__RDsM_tLWxbjMplTkfHqU","Roblox Corporation","5360036014478858866","FREE",true,"Roblox lets you play, create, and be anything you can imagine.","4.6",4.5530987"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Super Bino Go - New Games 2019","com.superbinogo.jungleboyadventure","https://play.google.com/store/apps/details?id=com.superbinogo.jungleboyadventure","https://lh3.googleusercontent.com/WVfErHCIAi42lMQJw_h8lD1_hkRrnLYltJfygC6fsMN6VQBpdfMQNmvHg8f_hat0zg","OneSoft Global PTE. LTD.","5015266578532322195","FREE",true,"Run, Jump and Smash everything with Bino New Adventure 2019 - Save the Princess","4.3",4.2916336
