"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Minion Rush: Despicable Me Official Game","com.gameloft.android.ANMP.GloftDMHM","https://play.google.com/store/apps/details?id=com.gameloft.android.ANMP.GloftDMHM","https://lh3.googleusercontent.com/7A45xEztzNLoQnNnjur5dEVboY4CwmTe7OuaVwXx_UFRhLppNWar1uJm0_nReQ7gCzpL","Gameloft","6258770168633898802","FREE",true,"Run and have fun with the Minions in the official Despicable Me game!","4.5",4.45274"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Tag with Ryan","com.WildWorks.RyansTag","https://play.google.com/store/apps/details?id=com.WildWorks.RyansTag","https://lh3.googleusercontent.com/wWfhpkfhOgGfOb98xNFfeVEd4j4tTPSIk_2OGRlSFiFGcVOPM8lxctL_GJT363tQGQ","WildWorks","5526536669105149839","FREE",true,"Become Ryan from Ryan ToysReview and see how far you can go!","4.1",4.1321826
