"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Toca Kitchen 2","com.tocaboca.tocakitchen2","https://play.google.com/store/apps/details?id=com.tocaboca.tocakitchen2","https://lh3.googleusercontent.com/7X8jrMNUyu8X4hs7WFNpEOV77xNc7agNTUOAFd6Kx3sw1XrlX7ZicIQQvVt7SOCYTqQ","Toca Boca","8567646723268777320","FREE",true,"The wildly popular Toca Kitchen is back!","4.5",4.478174
