"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Love Poly - New puzzle game","com.love.poly.puzzle.game","https://play.google.com/store/apps/details?id=com.love.poly.puzzle.game","https://lh3.googleusercontent.com/0MNybshHOehYkp6iNt4TuTGHQ9EuH2B9CstiyNsoMUGQf36KcENqxya86VZPP69y2h1I","incolor","incolor","FREE",true,"A brand-new 3D puzzle + brain teaser game! Challenge your brain!","4.4",4.4268765
