"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Maps - Navigate & Explore","com.google.android.apps.maps","https://play.google.com/store/apps/details?id=com.google.android.apps.maps","https://lh3.googleusercontent.com/MOf9Kxxkj7GvyZlTZOnUzuYv0JAweEhlxJX6gslQvbvlhLK5_bSTK6duxY2xfbBsj43H","Google LLC","5700313618786177705","FREE",true,"Real-time GPS navigation &amp; local suggestions for food, events, &amp; activities","4.3",4.342874
