"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Netflix","com.netflix.mediaclient","https://play.google.com/store/apps/details?id=com.netflix.mediaclient","https://lh3.googleusercontent.com/jcbqFma-5e91cY9MlEasA-fvCRJK493MxphrqbBd8oS74FtYg00IXeOAn0ahsLprxIA","Netflix, Inc.","Netflix, Inc.","FREE",true,"Netflix is the leading subscription service for watching TV episodes and movies.","4.4",4.449701"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"Peel Smart Remote and TV Guide","tv.peel.remote","https://play.google.com/store/apps/details?id=tv.peel.remote","https://lh3.googleusercontent.com/BIzwLFQODTiJBLNTDfR6g8clBH8EDbbW95YKQ9qtL9_fbRg0Gd7RpA4Mu4icHEEZ_Kq5","Peel Technologies","Peel Technologies","FREE",true,"A universal remote control and TV guide for millions of devices","4.2",4.1666665
