"title","appId","url","icon","developer","developerId","priceText","free","summary","scoreText","score"
"WhatsApp Messenger","com.whatsapp","https://play.google.com/store/apps/details?id=com.whatsapp","https://lh6.ggpht.com/mp86vbELnqLi2FzvhiKdPX31_oiTRLNyeK8x4IIrbF5eD1D5RdnVwjQP0hwMNR_JdA","WhatsApp Inc.","WhatsApp Inc.","FREE",true,"Simple. Personal. Secure.","4.4",4.4161415
