"title","installs","minInstalls","scoreText","ratings","reviews","price","free","currency","priceText","offersIAP","size","androidVersion","androidVersionText","developer","genreId","familyGenreId","developerId","contentRating","adSupported","released","updated","version","recentChanges","appId"
"Facebook","1,000,000,000+",1000000000,"4.1",87642506,24159203,0,true,"USD","Free",true,"Varies with device","VARY","Varies with device","Facebook","SOCIAL",,"Facebook","Teen",true,,1559164006000,"Varies with device","• Improvements for reliability and speed","com.facebook.katana"
"Snapchat","500,000,000+",500000000,"4.1",19475519,6900325,0,true,"USD","Free",false,"55M","4.4","4.4 and up","Snap Inc","SOCIAL",,"Snap+Inc","Teen",true,"Oct 29, 2012",1559244212000,"10.58.0.0","* Tap the arrow on the Camera screen to try Timer, Portrait, and Grid modes!<br>* Tap your face to try new Lenses! See yourself as a baby, or with a beard or long hair!","com.snapchat.android"
