"title","installs","minInstalls","scoreText","ratings","reviews","price","free","currency","priceText","offersIAP","size","androidVersion","androidVersionText","developer","genreId","familyGenreId","developerId","contentRating","adSupported","released","updated","version","recentChanges","appId"
"Battery Doctor-Battery Life Saver & Battery Cooler","100,000,000+",100000000,"4.5",8183701,1798343,0,true,"USD","Free",false,"15M","4.0","4.0 and up","Cheetah Mobile Inc. (NYSE: CMCM)","TOOLS",,"Cheetah+Mobile+Inc.+(NYSE:+CMCM)","Everyone",true,"Sep 3, 2012",1555914867000,"6.29",,"com.ijinshan.kbatterydoctor_en"
"Android Accessibility Suite","1,000,000,000+",1000000000,"4.1",1551946,281333,0,true,"USD","Free",false,"Varies with device","VARY","Varies with device","Google LLC","TOOLS",,"5700313618786177705","Everyone",false,,1553559803000,"Varies with device","New in Accessibility Menu:<br>• Change volume and brightness<br>• Turn on Large buttons setting<br>New in TalkBack:<br>• Screen search<br>• Read from top and Read from next automatically continue to next screen<br>• During continuous reading, scan screen by navigation settings<br>Read more in the app description.","com.google.android.marvin.talkback"
"Power Battery - Battery Life Saver & Health Test","50,000,000+",50000000,"4.5",795158,245272,0,true,"USD","Free",true,"7.4M","4.4","4.4 and up","LIONMOBI","TOOLS",,"LIONMOBI","Teen",true,"Sep 1, 2015",1558423349000,"1.9.8.6","Emergently fixed the bug which may cause crash","com.lionmobi.battery"
"Google","5,000,000,000+",5000000000,"4.4",11475468,3086226,0,true,"USD","Free",false,"Varies with device","VARY","Varies with device","Google LLC","TOOLS",,"5700313618786177705","Everyone",true,"Aug 12, 2010",1559241687000,"Varies with device","• Use voice commands while navigating – even when your device has no connection. Try saying &quot;cancel my navigation&quot; &quot;what&#39;s my ETA?&quot; or &quot;what&#39;s my next turn?&quot;<br>• Weak connection? If your search fails, the Google app will deliver you results once you regain connection.<br>• Troubleshoot connectivity issues with more helpful error cards when your search fails because your device is offline<br>• It&#39;s easier to access privacy settings from the homescreen. Just tap your Google Account profile picture.","com.google.android.googlequicksearchbox"
