"title","installs","minInstalls","scoreText","ratings","reviews","price","free","currency","priceText","offersIAP","size","androidVersion","androidVersionText","developer","genreId","familyGenreId","developerId","contentRating","adSupported","released","updated","version","recentChanges","appId"
"Microsoft Outlook","100,000,000+",100000000,"4.3",4062761,1321770,0,true,"USD","Free",false,"76M","4.4","4.4 and up","Microsoft Corporation","PRODUCTIVITY",,"6720847872553662727","Everyone",true,"Jan 28, 2015",1559279398000,"3.0.73","We all have some favorite people. Now you can easily star them on their contact details. Stay focused by changing your notifications setting to receive notifications only from your favorite people! Available for all Outlook.com accounts and rolling out to Office 365 customers soon! All of our weekly updates also include performance improvements and bug fixes to make Outlook better for you.","com.microsoft.office.outlook"
