title
AllShare Cast Dongle software update
Amazon Shopping
Beaming Service for Samsung
ChatON Voice & Video Chat
Clean Master
ES File Explorer File Manager
Facebook
Facebook Messenger
Google Maps
Google Play Music
Google Play Newstand
Google Plus
Google Talk Back
Kouzoh
LINE: Free Calls & Messages
Mercade Libre
Microsoft Outlook
Mobeam Beep’nGO
Navigation Shortcut
Netflix
OLX
Pango +
Pedometer
Photo Grid
Power Battery – Battery Saver
Power Battery – Optimize Cleaner
Quick Search Box (Google)
Samsung ChatOn
Samsung Default Apps
Samsung Knox / Security Policy Update
Samsung Link
Samsung Push Service
Samsung Security Policy Updates
Samsung WatchOn
Snapchat
Super-Bright LED Torch
Telstra
Tinder
WhatsApp
